YEAR,COUNTY,STATE,LOG RGDP,LOG TRI,REGION1,REGION2,REGION3,REGION4,REGION5 ,REGION6,REGION7,CUANTI
2001,EAST BATON ROUGE,LA,15.01557202,16.19979876,0,0,1,0,0,0,0,299
2002,EAST BATON ROUGE,LA,15.18902738,16.04009701,0,0,1,0,0,0,0,302
2006,EAST BATON ROUGE,LA,15.82380794,16.16562624,0,0,1,0,0,0,0,314
2007,EAST BATON ROUGE,LA,15.77885162,16.25572471,0,0,1,0,0,0,0,309
2008,EAST BATON ROUGE,LA,15.60186863,16.36308996,0,0,1,0,0,0,0,307
2009,EAST BATON ROUGE,LA,15.57258351,16.30079186,0,0,1,0,0,0,0,292
2010,EAST BATON ROUGE,LA,15.73012123,16.21323332,0,0,1,0,0,0,0,303
2011,EAST BATON ROUGE,LA,15.96995347,16.02998047,0,0,1,0,0,0,0,307
2012,EAST BATON ROUGE,LA,15.87305536,16.01204344,0,0,1,0,0,0,0,305
2013,EAST BATON ROUGE,LA,15.97275688,15.94527381,0,0,1,0,0,0,0,301
2014,EAST BATON ROUGE,LA,16.37467011,16.04031526,0,0,1,0,0,0,0,294
2015,EAST BATON ROUGE,LA,16.34226819,16.17675607,0,0,1,0,0,0,0,302
2016,EAST BATON ROUGE,LA,16.20718681,16.09556383,0,0,1,0,0,0,0,299
2017,EAST BATON ROUGE,LA,15.69996771,16.04763277,0,0,1,0,0,0,0,341
2018,EAST BATON ROUGE,LA,15.96301382,15.62831464,0,0,1,0,0,0,0,323
2019,EAST BATON ROUGE,LA,15.79991891,15.41738622,0,0,1,0,0,0,0,294
2020,EAST BATON ROUGE,LA,15.53720551,15.31513686,0,0,1,0,0,0,0,271
2021,EAST BATON ROUGE,LA,15.52169598,15.25882216,0,0,1,0,0,0,0,269
2022,EAST BATON ROUGE,LA,15.58005247,15.32889776,0,0,1,0,0,0,0,270
2023,EAST BATON ROUGE,LA,15.62410584,15.26537494,0,0,1,0,0,0,0,266
2001,CALCASIEU ,LA,15.34235003,16.12781456,0,0,1,0,0,0,0,297
2002,CALCASIEU ,LA,15.57631155,16.20803117,0,0,1,0,0,0,0,283
2003,CALCASIEU ,LA,16.11203482,16.15132713,0,0,1,0,0,0,0,296
2004,CALCASIEU ,LA,16.24974846,16.16542188,0,0,1,0,0,0,0,298
2005,CALCASIEU ,LA,16.55102326,16.18404476,0,0,1,0,0,0,0,285
2006,CALCASIEU ,LA,16.22387844,16.21744712,0,0,1,0,0,0,0,282
2007,CALCASIEU ,LA,15.87053606,16.16426857,0,0,1,0,0,0,0,295
2008,CALCASIEU ,LA,15.47676282,16.11282442,0,0,1,0,0,0,0,270
2009,CALCASIEU ,LA,14.98892539,15.98114424,0,0,1,0,0,0,0,286
2010,CALCASIEU ,LA,14.66139685,16.00616584,0,0,1,0,0,0,0,283
2011,CALCASIEU ,LA,15.38741751,16.19591612,0,0,1,0,0,0,0,287
2012,CALCASIEU ,LA,15.33345623,16.2949777,0,0,1,0,0,0,0,281
2013,CALCASIEU ,LA,14.93997544,16.19394905,0,0,1,0,0,0,0,278
2014,CALCASIEU ,LA,14.92624969,16.24810093,0,0,1,0,0,0,0,279
2015,CALCASIEU ,LA,14.8949475,16.2962206,0,0,1,0,0,0,0,281
2016,CALCASIEU ,LA,14.9903089,16.46131243,0,0,1,0,0,0,0,284
2017,CALCASIEU ,LA,15.39063256,16.38975684,0,0,1,0,0,0,0,280
2018,CALCASIEU ,LA,15.38907463,16.3509971,0,0,1,0,0,0,0,316
2019,CALCASIEU ,LA,15.57761874,16.5256216,0,0,1,0,0,0,0,354
2020,CALCASIEU ,LA,15.2382986,16.47771828,0,0,1,0,0,0,0,361
2021,CALCASIEU ,LA,15.26548675,16.57770964,0,0,1,0,0,0,0,369
2022,CALCASIEU ,LA,15.1308665,16.32395393,0,0,1,0,0,0,0,380
2023,CALCASIEU ,LA,15.32665228,16.29320983,0,0,1,0,0,0,0,377
2001,ST. CHARLES,LA,14.88400241,16.52916156,0,0,1,0,0,0,0,266
2002,ST. CHARLES,LA,15.01929154,16.3437421,0,0,1,0,0,0,0,276
2003,ST. CHARLES,LA,15.33401362,16.58341055,0,0,1,0,0,0,0,277
2004,ST. CHARLES,LA,15.1907106,16.66202576,0,0,1,0,0,0,0,275
2005,ST. CHARLES,LA,15.53770145,16.67556443,0,0,1,0,0,0,0,265
2006,ST. CHARLES,LA,15.39923222,16.73408656,0,0,1,0,0,0,0,278
2007,ST. CHARLES,LA,15.32833184,16.92084005,0,0,1,0,0,0,0,271
2008,ST. CHARLES,LA,15.08863062,16.80412993,0,0,1,0,0,0,0,273
2009,ST. CHARLES,LA,14.64651874,16.46559034,0,0,1,0,0,0,0,266
2010,ST. CHARLES,LA,14.53880763,16.82660375,0,0,1,0,0,0,0,272
2011,ST. CHARLES,LA,15.35154883,16.80758401,0,0,1,0,0,0,0,271
2012,ST. CHARLES,LA,15.16668331,16.9687633,0,0,1,0,0,0,0,275
2013,ST. CHARLES,LA,14.75521699,16.94879243,0,0,1,0,0,0,0,273
2014,ST. CHARLES,LA,14.91581774,16.94500009,0,0,1,0,0,0,0,275
2015,ST. CHARLES,LA,14.94456896,16.98040478,0,0,1,0,0,0,0,298
2016,ST. CHARLES,LA,14.97630328,16.88718458,0,0,1,0,0,0,0,307
2017,ST. CHARLES,LA,15.26752548,16.94009966,0,0,1,0,0,0,0,306
2018,ST. CHARLES,LA,15.19346373,16.95632604,0,0,1,0,0,0,0,303
2019,ST. CHARLES,LA,15.34534428,16.91554227,0,0,1,0,0,0,0,291
2020,ST. CHARLES,LA,15.2694902,16.90605003,0,0,1,0,0,0,0,283
2021,ST. CHARLES,LA,15.42717599,16.78421747,0,0,1,0,0,0,0,300
2022,ST. CHARLES,LA,15.29762588,16.79796837,0,0,1,0,0,0,0,300
2023,ST. CHARLES,LA,15.48106147,16.66806134,0,0,1,0,0,0,0,300
2001,FRESNO,CA,14.23660489,12.43014289,0,0,0,0,0,0,1,70
2002,FRESNO,CA,14.18767945,12.36261937,0,0,0,0,0,0,1,59
2005,FRESNO,CA,14.34618234,12.74731699,0,0,0,0,0,0,1,33
2006,FRESNO,CA,14.49187265,13.10643255,0,0,0,0,0,0,1,37
2007,FRESNO,CA,14.55905613,12.69053921,0,0,0,0,0,0,1,35
2009,FRESNO,CA,14.51054745,12.73827711,0,0,0,0,0,0,1,40
2010,FRESNO,CA,14.3795605,12.83959296,0,0,0,0,0,0,1,38
2011,FRESNO,CA,14.30433594,12.85556074,0,0,0,0,0,0,1,37
2012,FRESNO,CA,14.30840823,12.99035585,0,0,0,0,0,0,1,44
2013,FRESNO,CA,14.36653238,13.14793855,0,0,0,0,0,0,1,47
2014,FRESNO,CA,14.41085305,12.28830965,0,0,0,0,0,0,1,36
2015,FRESNO,CA,14.49850538,12.48727837,0,0,0,0,0,0,1,40
2016,FRESNO,CA,14.44592239,12.89942978,0,0,0,0,0,0,1,40
2017,FRESNO,CA,14.50664822,12.47363618,0,0,0,0,0,0,1,38
2018,FRESNO,CA,14.45872562,12.53343901,0,0,0,0,0,0,1,40
2019,FRESNO,CA,14.46716521,12.99263699,0,0,0,0,0,0,1,40
2020,FRESNO,CA,14.43104208,12.70084324,0,0,0,0,0,0,1,32
2021,FRESNO,CA,14.47290827,12.70198878,0,0,0,0,0,0,1,32
2022,FRESNO,CA,14.46326019,13.18798757,0,0,0,0,0,0,1,31
2023,FRESNO,CA,14.41275458,12.7858692,0,0,0,0,0,0,1,33
2001,SAN DIEGO ,CA,15.17361813,11.50159492,0,0,0,0,0,0,1,44
2002,SAN DIEGO ,CA,15.04372319,11.82683083,0,0,0,0,0,0,1,46
2003,SAN DIEGO ,CA,15.14192991,12.2354592,0,0,0,0,0,0,1,55
2004,SAN DIEGO ,CA,15.24485244,12.25638332,0,0,0,0,0,0,1,51
2005,SAN DIEGO ,CA,15.13688979,11.57941577,0,0,0,0,0,0,1,59
2006,SAN DIEGO ,CA,15.15910069,11.23941628,0,0,0,0,0,0,1,55
2007,SAN DIEGO ,CA,15.15598582,11.92908223,0,0,0,0,0,0,1,48
2008,SAN DIEGO ,CA,15.14924899,11.80635305,0,0,0,0,0,0,1,45
2009,SAN DIEGO ,CA,15.18778763,11.01834553,0,0,0,0,0,0,1,40
2010,SAN DIEGO ,CA,15.3025442,11.38606352,0,0,0,0,0,0,1,40
2011,SAN DIEGO ,CA,15.28501031,11.1829435,0,0,0,0,0,0,1,40
2012,SAN DIEGO ,CA,15.46477784,11.94206739,0,0,0,0,0,0,1,46
2013,SAN DIEGO ,CA,15.51197461,11.74967334,0,0,0,0,0,0,1,44
2014,SAN DIEGO ,CA,15.53125416,11.04173778,0,0,0,0,0,0,1,41
2015,SAN DIEGO ,CA,15.55735788,10.97105575,0,0,0,0,0,0,1,57
2016,SAN DIEGO ,CA,15.46309842,11.25198108,0,0,0,0,0,0,1,40
2017,SAN DIEGO ,CA,15.44170706,11.71160392,0,0,0,0,0,0,1,43
2018,SAN DIEGO ,CA,15.48545393,11.14077811,0,0,0,0,0,0,1,43
2019,SAN DIEGO ,CA,15.54190183,11.58079363,0,0,0,0,0,0,1,45
2020,SAN DIEGO ,CA,15.52496302,11.37015064,0,0,0,0,0,0,1,43
2021,SAN DIEGO ,CA,15.6005901,11.69347694,0,0,0,0,0,0,1,48
2022,SAN DIEGO ,CA,15.54300951,11.92220875,0,0,0,0,0,0,1,41
2023,SAN DIEGO ,CA,15.49380192,11.4081233,0,0,0,0,0,0,1,42
2001,ORANGE,CA,15.69865311,14.25796505,0,0,0,0,0,0,1,149
2002,ORANGE,CA,15.62451399,14.20886801,0,0,0,0,0,0,1,148
2003,ORANGE,CA,15.73462078,14.00457491,0,0,0,0,0,0,1,134
2004,ORANGE,CA,15.84273074,14.04211557,0,0,0,0,0,0,1,120
2005,ORANGE,CA,15.78165125,13.98615773,0,0,0,0,0,0,1,117
2006,ORANGE,CA,15.82234646,13.58484,0,0,0,0,0,0,1,113
2007,ORANGE,CA,15.76893157,13.15004485,0,0,0,0,0,0,1,88
2008,ORANGE,CA,15.76142428,13.2858364,0,0,0,0,0,0,1,97
2009,ORANGE,CA,15.70691866,12.794601,0,0,0,0,0,0,1,98
2010,ORANGE,CA,15.71283817,12.84258403,0,0,0,0,0,0,1,89
2011,ORANGE,CA,15.61752559,12.88921486,0,0,0,0,0,0,1,93
2012,ORANGE,CA,15.64213946,12.56041218,0,0,0,0,0,0,1,86
2013,ORANGE,CA,15.69654887,12.64883476,0,0,0,0,0,0,1,86
2014,ORANGE,CA,15.63516158,12.7058162,0,0,0,0,0,0,1,81
2015,ORANGE,CA,15.634892,12.74241389,0,0,0,0,0,0,1,76
2016,ORANGE,CA,15.60804106,12.6645149,0,0,0,0,0,0,1,76
2017,ORANGE,CA,15.58769518,12.61487734,0,0,0,0,0,0,1,72
2018,ORANGE,CA,15.61608688,12.57289617,0,0,0,0,0,0,1,71
2019,ORANGE,CA,15.61486445,12.51436122,0,0,0,0,0,0,1,64
2020,ORANGE,CA,15.56959602,12.42007392,0,0,0,0,0,0,1,63
2021,ORANGE,CA,15.5831585,12.27167966,0,0,0,0,0,0,1,62
2022,ORANGE,CA,15.54655299,12.40501381,0,0,0,0,0,0,1,65
2023,ORANGE,CA,15.51881543,12.36452706,0,0,0,0,0,0,1,65
2001,SANTA CLARA,CA,15.14263702,11.33389927,0,0,0,0,0,0,1,21
2002,SANTA CLARA,CA,14.88553954,10.45469091,0,0,0,0,0,0,1,18
2003,SANTA CLARA,CA,14.83624238,10.2097108,0,0,0,0,0,0,1,14
2004,SANTA CLARA,CA,14.79498039,10.56982607,0,0,0,0,0,0,1,15
2010,SANTA CLARA,CA,14.73210204,8.165227143,0,0,0,0,0,0,1,9
2011,SANTA CLARA,CA,14.69348324,7.381651946,0,0,0,0,0,0,1,7
2012,SANTA CLARA,CA,14.92338713,7.312535486,0,0,0,0,0,0,1,7
2013,SANTA CLARA,CA,15.13107152,4.839435659,0,0,0,0,0,0,1,5
2014,SANTA CLARA,CA,15.03611833,7.952520841,0,0,0,0,0,0,1,7
2015,SANTA CLARA,CA,14.89935737,7.883466708,0,0,0,0,0,0,1,7
2016,SANTA CLARA,CA,14.78482325,7.907561819,0,0,0,0,0,0,1,7
2017,SANTA CLARA,CA,14.67842499,7.907571018,0,0,0,0,0,0,1,8
2018,SANTA CLARA,CA,14.76629547,9.404195906,0,0,0,0,0,0,1,6
2019,SANTA CLARA,CA,14.77010042,5.827479838,0,0,0,0,0,0,1,5
2020,SANTA CLARA,CA,14.69081928,5.853603796,0,0,0,0,0,0,1,5
2021,SANTA CLARA,CA,14.75473978,9.523114221,0,0,0,0,0,0,1,7
2022,SANTA CLARA,CA,14.45530601,5.849382415,0,0,0,0,0,0,1,7
2023,SANTA CLARA,CA,14.42913769,5.253424598,0,0,0,0,0,0,1,7
2001,VENTURA,CA,15.34320639,11.05243237,0,0,0,0,0,0,1,18
2002,VENTURA,CA,15.09340367,11.02991651,0,0,0,0,0,0,1,18
2003,VENTURA,CA,15.53966245,11.29772495,0,0,0,0,0,0,1,18
2004,VENTURA,CA,16.00222521,10.69339463,0,0,0,0,0,0,1,21
2005,VENTURA,CA,16.23221402,10.73869787,0,0,0,0,0,0,1,19
2006,VENTURA,CA,16.59681593,10.90670858,0,0,0,0,0,0,1,19
2007,VENTURA,CA,16.87723069,10.65028033,0,0,0,0,0,0,1,18
2008,VENTURA,CA,16.5691921,11.06766877,0,0,0,0,0,0,1,17
2009,VENTURA,CA,16.55568449,11.25500956,0,0,0,0,0,0,1,12
2010,VENTURA,CA,16.42615203,10.99794467,0,0,0,0,0,0,1,12
2011,VENTURA,CA,16.13184776,11.16389725,0,0,0,0,0,0,1,11
2012,VENTURA,CA,16.046033,10.87848612,0,0,0,0,0,0,1,13
2013,VENTURA,CA,16.07051598,10.84931722,0,0,0,0,0,0,1,11
2014,VENTURA,CA,15.91592671,10.96996022,0,0,0,0,0,0,1,12
2015,VENTURA,CA,15.7940519,10.4837975,0,0,0,0,0,0,1,8
2016,VENTURA,CA,15.68575583,10.63719232,0,0,0,0,0,0,1,8
2017,VENTURA,CA,15.52010227,10.77715972,0,0,0,0,0,0,1,9
2018,VENTURA,CA,15.24452264,11.15030754,0,0,0,0,0,0,1,8
2019,VENTURA,CA,15.17169514,11.29779005,0,0,0,0,0,0,1,10
2020,VENTURA,CA,15.09884485,11.25554532,0,0,0,0,0,0,1,12
2021,VENTURA,CA,15.05028266,10.65489024,0,0,0,0,0,0,1,11
2022,VENTURA,CA,15.06739886,10.89870473,0,0,0,0,0,0,1,11
2023,VENTURA,CA,15.04240729,10.84029282,0,0,0,0,0,0,1,9
2005,WASHINGTON,OR,13.34401622,9.790826844,0,0,0,0,0,0,1,5
2006,WASHINGTON,OR,13.37834733,9.430877249,0,0,0,0,0,0,1,5
2007,WASHINGTON,OR,13.38862465,9.427203362,0,0,0,0,0,0,1,6
2008,WASHINGTON,OR,13.22438191,9.361776084,0,0,0,0,0,0,1,6
2009,WASHINGTON,OR,13.27085062,9.457570303,0,0,0,0,0,0,1,6
2010,WASHINGTON,OR,13.23072259,9.477250519,0,0,0,0,0,0,1,6
2011,WASHINGTON,OR,13.25524081,9.058633836,0,0,0,0,0,0,1,7
2012,WASHINGTON,OR,13.12725539,9.187916731,0,0,0,0,0,0,1,7
2013,WASHINGTON,OR,13.22257245,9.260199964,0,0,0,0,0,0,1,7
2014,WASHINGTON,OR,13.277497,8.97264952,0,0,0,0,0,0,1,6
2015,WASHINGTON,OR,13.39112254,8.895559077,0,0,0,0,0,0,1,6
2016,WASHINGTON,OR,13.36846848,8.922027968,0,0,0,0,0,0,1,6
2017,WASHINGTON,OR,13.53228786,6.80508226,0,0,0,0,0,0,1,7
2018,WASHINGTON,OR,13.5820679,7.648255401,0,0,0,0,0,0,1,8
2019,WASHINGTON,OR,13.57417376,11.74503274,0,0,0,0,0,0,1,10
2020,WASHINGTON,OR,13.58531847,9.999325002,0,0,0,0,0,0,1,14
2021,WASHINGTON,OR,13.60647206,10.30555396,0,0,0,0,0,0,1,12
2022,WASHINGTON,OR,13.37738382,12.26658932,0,0,0,0,0,0,1,16
2023,WASHINGTON,OR,13.33580724,10.30910168,0,0,0,0,0,0,1,16
2002,LINN,OR,12.82471716,14.08749927,0,0,0,0,0,0,1,48
2003,LINN,OR,12.68756935,14.08406117,0,0,0,0,0,0,1,45
2004,LINN,OR,12.89318415,14.1893408,0,0,0,0,0,0,1,48
2005,LINN,OR,12.91712605,14.23720377,0,0,0,0,0,0,1,47
2006,LINN,OR,12.92798462,14.38851564,0,0,0,0,0,0,1,50
2007,LINN,OR,12.86333873,14.18967518,0,0,0,0,0,0,1,48
2008,LINN,OR,12.75200959,14.07603472,0,0,0,0,0,0,1,50
2009,LINN,OR,12.98722612,14.31880993,0,0,0,0,0,0,1,46
2010,LINN,OR,12.85127093,14.11994205,0,0,0,0,0,0,1,35
2011,LINN,OR,12.71083392,14.35575818,0,0,0,0,0,0,1,33
2012,LINN,OR,12.6355407,14.39522125,0,0,0,0,0,0,1,36
2013,LINN,OR,12.63438802,14.33532057,0,0,0,0,0,0,1,35
2014,LINN,OR,12.52823585,14.27740861,0,0,0,0,0,0,1,35
2015,LINN,OR,12.51562873,14.2214871,0,0,0,0,0,0,1,38
2016,LINN,OR,12.61489544,13.93584195,0,0,0,0,0,0,1,38
2017,LINN,OR,12.49730092,13.93237715,0,0,0,0,0,0,1,35
2018,LINN,OR,12.58782208,13.84154494,0,0,0,0,0,0,1,32
2019,LINN,OR,12.51627791,13.9224125,0,0,0,0,0,0,1,35
2020,LINN,OR,12.62955447,14.05562985,0,0,0,0,0,0,1,31
2021,LINN,OR,12.5867258,14.16038275,0,0,0,0,0,0,1,28
2022,LINN,OR,12.66348167,14.09635707,0,0,0,0,0,0,1,28
2023,LINN,OR,12.65615733,14.51251948,0,0,0,0,0,0,1,28
2009,YAKIMA,WA,13.35125518,11.99043231,0,0,0,0,0,0,1,10
2010,YAKIMA,WA,13.23345742,13.11639854,0,0,0,0,0,0,1,13
2011,YAKIMA,WA,13.12729719,13.23035237,0,0,0,0,0,0,1,8
2012,YAKIMA,WA,13.00875337,13.04709447,0,0,0,0,0,0,1,11
2013,YAKIMA,WA,13.09346584,13.10197401,0,0,0,0,0,0,1,12
2014,YAKIMA,WA,13.12767524,13.173921,0,0,0,0,0,0,1,11
2015,YAKIMA,WA,13.20740465,12.86495527,0,0,0,0,0,0,1,15
2016,YAKIMA,WA,13.24675387,12.73549334,0,0,0,0,0,0,1,12
2017,YAKIMA,WA,13.28844715,13.94577891,0,0,0,0,0,0,1,14
2018,YAKIMA,WA,13.33364485,14.12748225,0,0,0,0,0,0,1,11
2019,YAKIMA,WA,13.35629018,13.88084152,0,0,0,0,0,0,1,13
2020,YAKIMA,WA,13.42421755,13.20905872,0,0,0,0,0,0,1,13
2021,YAKIMA,WA,13.39921147,13.60919348,0,0,0,0,0,0,1,12
2022,YAKIMA,WA,13.30847109,13.47256349,0,0,0,0,0,0,1,13
2023,YAKIMA,WA,13.26072608,12.88930878,0,0,0,0,0,0,1,13
2001,WHATCOM,WA,13.92296847,13.61313614,0,0,0,0,0,0,1,77
2002,WHATCOM,WA,14.44979216,13.40554195,0,0,0,0,0,0,1,68
2003,WHATCOM,WA,14.31167767,13.13458038,0,0,0,0,0,0,1,70
2004,WHATCOM,WA,14.06408869,13.61604264,0,0,0,0,0,0,1,72
2005,WHATCOM,WA,14.89561938,13.39342746,0,0,0,0,0,0,1,72
2006,WHATCOM,WA,14.35460522,13.82269904,0,0,0,0,0,0,1,75
2007,WHATCOM,WA,14.35206007,13.13472432,0,0,0,0,0,0,1,75
2008,WHATCOM,WA,14.24186985,13.12043508,0,0,0,0,0,0,1,77
2009,WHATCOM,WA,14.41998061,13.29006549,0,0,0,0,0,0,1,73
2010,WHATCOM,WA,14.47803408,13.2187503,0,0,0,0,0,0,1,74
2011,WHATCOM,WA,13.9113406,13.34795966,0,0,0,0,0,0,1,78
2012,WHATCOM,WA,13.75223843,13.1948574,0,0,0,0,0,0,1,81
2013,WHATCOM,WA,13.76980374,13.25733607,0,0,0,0,0,0,1,79
2014,WHATCOM,WA,13.63931142,13.08005965,0,0,0,0,0,0,1,77
2015,WHATCOM,WA,13.8660316,13.13244998,0,0,0,0,0,0,1,82
2016,WHATCOM,WA,14.25907588,13.10478585,0,0,0,0,0,0,1,76
2017,WHATCOM,WA,14.50548471,13.15963999,0,0,0,0,0,0,1,74
2018,WHATCOM,WA,14.6709917,14.58321562,0,0,0,0,0,0,1,73
2019,WHATCOM,WA,14.8517388,13.24636472,0,0,0,0,0,0,1,68
2020,WHATCOM,WA,15.13454964,13.40903815,0,0,0,0,0,0,1,70
2021,WHATCOM,WA,15.14319386,13.4238312,0,0,0,0,0,0,1,73
2022,WHATCOM,WA,15.02037207,13.51072516,0,0,0,0,0,0,1,73
2023,WHATCOM,WA,15.1665326,13.63226355,0,0,0,0,0,0,1,75
2001,CLARK,WA,13.43104736,14.09769609,0,0,0,0,0,0,1,41
2002,CLARK,WA,13.30480826,13.80266121,0,0,0,0,0,0,1,38
2003,CLARK,WA,13.51294359,13.78351517,0,0,0,0,0,0,1,40
2004,CLARK,WA,13.47641167,13.70165507,0,0,0,0,0,0,1,38
2005,CLARK,WA,13.70988223,13.38751929,0,0,0,0,0,0,1,35
2006,CLARK,WA,13.54663323,13.34045987,0,0,0,0,0,0,1,32
2007,CLARK,WA,13.54463316,13.11771019,0,0,0,0,0,0,1,29
2010,CLARK,WA,13.36378997,13.01110267,0,0,0,0,0,0,1,24
2011,CLARK,WA,13.27574691,13.00099699,0,0,0,0,0,0,1,22
2012,CLARK,WA,13.20315965,13.08152418,0,0,0,0,0,0,1,25
2013,CLARK,WA,13.30935236,12.96491459,0,0,0,0,0,0,1,25
2014,CLARK,WA,13.29452853,12.78540927,0,0,0,0,0,0,1,25
2015,CLARK,WA,13.39678846,12.7394576,0,0,0,0,0,0,1,25
2016,CLARK,WA,13.45353588,12.68985082,0,0,0,0,0,0,1,26
2017,CLARK,WA,13.41497329,12.83191288,0,0,0,0,0,0,1,26
2018,CLARK,WA,13.40799034,12.04112802,0,0,0,0,0,0,1,20
2019,CLARK,WA,13.38954678,10.06281778,0,0,0,0,0,0,1,10
2020,CLARK,WA,13.4841371,9.834185169,0,0,0,0,0,0,1,7
2021,CLARK,WA,13.49660748,9.012245833,0,0,0,0,0,0,1,7
2022,CLARK,WA,13.40986143,10.30015951,0,0,0,0,0,0,1,7
2023,CLARK,WA,13.45391783,10.26759302,0,0,0,0,0,0,1,9
2004,FAIRBANKS NORTH STAR BOROUGH,AK,12.41542554,10.5219489,0,0,0,0,0,0,1,15
2005,FAIRBANKS NORTH STAR BOROUGH,AK,13.02812742,10.534033,0,0,0,0,0,0,1,14
2006,FAIRBANKS NORTH STAR BOROUGH,AK,12.73046384,10.59366834,0,0,0,0,0,0,1,14
2007,FAIRBANKS NORTH STAR BOROUGH,AK,12.59743207,10.62565456,0,0,0,0,0,0,1,14
2008,FAIRBANKS NORTH STAR BOROUGH,AK,12.9528459,10.50639515,0,0,0,0,0,0,1,15
2009,FAIRBANKS NORTH STAR BOROUGH,AK,12.5521946,10.48278327,0,0,0,0,0,0,1,16
2010,FAIRBANKS NORTH STAR BOROUGH,AK,11.81684499,10.41658755,0,0,0,0,0,0,1,16
2011,FAIRBANKS NORTH STAR BOROUGH,AK,11.1087695,10.42818327,0,0,0,0,0,0,1,16
2012,FAIRBANKS NORTH STAR BOROUGH,AK,10.89890365,10.42217506,0,0,0,0,0,0,1,16
2013,FAIRBANKS NORTH STAR BOROUGH,AK,11.28903163,10.10822466,0,0,0,0,0,0,1,16
2014,FAIRBANKS NORTH STAR BOROUGH,AK,11.48702287,9.510768245,0,0,0,0,0,0,1,16
2015,FAIRBANKS NORTH STAR BOROUGH,AK,11.1696884,7.504964082,0,0,0,0,0,0,1,10
2016,FAIRBANKS NORTH STAR BOROUGH,AK,11.80306202,7.613384237,0,0,0,0,0,0,1,10
2017,FAIRBANKS NORTH STAR BOROUGH,AK,11.68800419,7.599190996,0,0,0,0,0,0,1,10
2018,FAIRBANKS NORTH STAR BOROUGH,AK,10.85884514,7.788837813,0,0,0,0,0,0,1,10
2019,FAIRBANKS NORTH STAR BOROUGH,AK,11.16325451,7.791926044,0,0,0,0,0,0,1,10
2020,FAIRBANKS NORTH STAR BOROUGH,AK,11.47211389,7.52870804,0,0,0,0,0,0,1,10
2021,FAIRBANKS NORTH STAR BOROUGH,AK,11.28322295,7.470286242,0,0,0,0,0,0,1,10
2022,FAIRBANKS NORTH STAR BOROUGH,AK,11.21797706,7.620706557,0,0,0,0,0,0,1,10
2023,FAIRBANKS NORTH STAR BOROUGH,AK,11.33707095,7.595047352,0,0,0,0,0,0,1,10
2001,WORCESTER,MA,14.48251087,12.18388292,1,0,0,0,0,0,0,154
2002,WORCESTER,MA,14.61462277,12.2513332,1,0,0,0,0,0,0,156
2003,WORCESTER,MA,14.64836533,12.67556958,1,0,0,0,0,0,0,161
2004,WORCESTER,MA,14.62611405,12.65340296,1,0,0,0,0,0,0,161
2005,WORCESTER,MA,14.62689756,12.39144137,1,0,0,0,0,0,0,150
2006,WORCESTER,MA,14.77419696,12.25491594,1,0,0,0,0,0,0,132
2007,WORCESTER,MA,14.90103423,11.88312819,1,0,0,0,0,0,0,121
2008,WORCESTER,MA,14.79056555,12.29431333,1,0,0,0,0,0,0,109
2009,WORCESTER,MA,14.65486841,11.21158495,1,0,0,0,0,0,0,99
2010,WORCESTER,MA,14.665732,11.40433291,1,0,0,0,0,0,0,90
2011,WORCESTER,MA,14.55973196,11.37145758,1,0,0,0,0,0,0,83
2012,WORCESTER,MA,14.57966964,11.20558038,1,0,0,0,0,0,0,83
2013,WORCESTER,MA,14.60874467,11.30444097,1,0,0,0,0,0,0,82
2014,WORCESTER,MA,14.69561105,11.29695551,1,0,0,0,0,0,0,85
2015,WORCESTER,MA,14.7065003,11.36104566,1,0,0,0,0,0,0,80
2016,WORCESTER,MA,14.646983,11.43842579,1,0,0,0,0,0,0,81
2017,WORCESTER,MA,14.48904108,11.4754049,1,0,0,0,0,0,0,84
2018,WORCESTER,MA,14.48807537,11.41305728,1,0,0,0,0,0,0,87
2019,WORCESTER,MA,14.52718357,11.64113524,1,0,0,0,0,0,0,82
2020,WORCESTER,MA,14.57188697,11.35002398,1,0,0,0,0,0,0,80
2021,WORCESTER,MA,14.64883264,11.72056663,1,0,0,0,0,0,0,78
2022,WORCESTER,MA,14.7405961,11.75949397,1,0,0,0,0,0,0,75
2023,WORCESTER,MA,14.77141193,11.39537143,1,0,0,0,0,0,0,74
2007,NORFOLK,MA,14.41288335,10.0572604,1,0,0,0,0,0,0,72
2008,NORFOLK,MA,14.4199451,10.58282383,1,0,0,0,0,0,0,67
2009,NORFOLK,MA,14.52050824,10.12926587,1,0,0,0,0,0,0,54
2010,NORFOLK,MA,14.29066714,10.16930171,1,0,0,0,0,0,0,50
2011,NORFOLK,MA,14.262456,10.26570937,1,0,0,0,0,0,0,48
2012,NORFOLK,MA,14.16799393,10.15163321,1,0,0,0,0,0,0,47
2013,NORFOLK,MA,14.46516029,10.0712985,1,0,0,0,0,0,0,45
2014,NORFOLK,MA,14.51395767,11.08878015,1,0,0,0,0,0,0,43
2015,NORFOLK,MA,14.50663018,10.01896246,1,0,0,0,0,0,0,41
2016,NORFOLK,MA,14.31579178,10.2674595,1,0,0,0,0,0,0,40
2017,NORFOLK,MA,14.31293722,10.30385804,1,0,0,0,0,0,0,40
2018,NORFOLK,MA,14.33395489,11.08878939,1,0,0,0,0,0,0,42
2019,NORFOLK,MA,14.44195154,11.31660114,1,0,0,0,0,0,0,40
